# n      slip         x1         x2        x3 length width strike dip    rake
324 4.000e+00 7.034e+02 -4.055e+02 2.778e+01     20    16    342  15  75.333
325 1.000e-01 1.026e+02 -1.938e+02 3.192e+01     20    16    342  15  70.000
326 1.000e-01 1.215e+02 -2.001e+02 3.192e+01     20    16    342  15  70.000
327 1.000e+00 1.404e+02 -2.063e+02 3.192e+01     20    16    342  15  90.000
328 3.000e+00 1.594e+02 -2.125e+02 3.192e+01     20    16    342  15  75.333
329 5.000e+00 1.783e+02 -2.187e+02 3.192e+01     20    16    342  15  79.333
330 6.000e+00 1.972e+02 -2.249e+02 3.192e+01     20    16    342  15  78.000
331 6.000e+00 2.161e+02 -2.311e+02 3.192e+01     20    16    342  15  76.667
332 5.000e+00 2.350e+02 -2.373e+02 3.192e+01     20    16    342  15  76.667
333 4.000e+00 2.539e+02 -2.435e+02 3.192e+01     20    16    342  15  76.667
334 3.000e+00 2.729e+02 -2.497e+02 3.192e+01     20    16    342  15  79.333
335 3.000e+00 2.918e+02 -2.559e+02 3.192e+01     20    16    342  15  88.667
336 5.000e+00 3.107e+02 -2.621e+02 3.192e+01     20    16    342  15  96.667
337 8.000e+00 3.296e+02 -2.682e+02 3.192e+01     20    16    342  15  98.000
338 1.100e+01 3.485e+02 -2.744e+02 3.192e+01     20    16    342  15 100.667
339 1.400e+01 3.674e+02 -2.806e+02 3.192e+01     20    16    342  15 102.000
340 1.500e+01 3.864e+02 -2.868e+02 3.192e+01     20    16    342  15 102.000
341 1.500e+01 4.053e+02 -2.929e+02 3.192e+01     20    16    342  15 103.333
342 1.500e+01 4.242e+02 -2.991e+02 3.192e+01     20    16    342  15 103.333
343 1.500e+01 4.431e+02 -3.053e+02 3.192e+01     20    16    342  15 103.333
344 1.400e+01 4.620e+02 -3.114e+02 3.192e+01     20    16    342  15 103.333
345 1.200e+01 4.810e+02 -3.176e+02 3.192e+01     20    16    342  15 103.333
346 1.100e+01 4.999e+02 -3.237e+02 3.192e+01     20    16    342  15 104.667
347 1.000e+01 5.188e+02 -3.298e+02 3.192e+01     20    16    342  15 106.000
348 1.000e+01 5.377e+02 -3.360e+02 3.192e+01     20    16    342  15 102.000
349 1.000e+01 5.567e+02 -3.421e+02 3.192e+01     20    16    342  15  99.333
350 1.100e+01 5.756e+02 -3.482e+02 3.192e+01     20    16    342  15  96.667
351 1.200e+01 5.945e+02 -3.543e+02 3.192e+01     20    16    342  15  94.000
352 1.400e+01 6.135e+02 -3.604e+02 3.192e+01     20    16    342  15  90.000
353 1.500e+01 6.324e+02 -3.666e+02 3.192e+01     20    16    342  15  87.333
354 1.400e+01 6.513e+02 -3.727e+02 3.192e+01     20    16    342  15  82.000
355 1.200e+01 6.703e+02 -3.787e+02 3.192e+01     20    16    342  15  78.000
356 8.000e+00 6.892e+02 -3.848e+02 3.192e+01     20    16    342  15  79.333
357 4.000e+00 7.081e+02 -3.909e+02 3.192e+01     20    16    342  15  84.667
358 1.000e-01 8.847e+01 -1.729e+02 3.606e+01     20    16    342  15  70.000
359 1.000e-01 1.074e+02 -1.791e+02 3.606e+01     20    16    342  15  70.000
360 1.000e-01 1.263e+02 -1.854e+02 3.606e+01     20    16    342  15  71.333
361 1.000e+00 1.452e+02 -1.916e+02 3.606e+01     20    16    342  15  88.667
362 3.000e+00 1.641e+02 -1.978e+02 3.606e+01     20    16    342  15  80.667
363 5.000e+00 1.830e+02 -2.040e+02 3.606e+01     20    16    342  15  80.667
364 7.000e+00 2.020e+02 -2.102e+02 3.606e+01     20    16    342  15  82.000
365 7.000e+00 2.209e+02 -2.164e+02 3.606e+01     20    16    342  15  80.667
366 6.000e+00 2.398e+02 -2.226e+02 3.606e+01     20    16    342  15  80.667
367 5.000e+00 2.587e+02 -2.288e+02 3.606e+01     20    16    342  15  82.000
368 4.000e+00 2.776e+02 -2.350e+02 3.606e+01     20    16    342  15  79.333
369 4.000e+00 2.965e+02 -2.412e+02 3.606e+01     20    16    342  15  87.333
370 5.000e+00 3.155e+02 -2.474e+02 3.606e+01     20    16    342  15 102.000
371 8.000e+00 3.344e+02 -2.536e+02 3.606e+01     20    16    342  15 103.333
372 1.100e+01 3.533e+02 -2.598e+02 3.606e+01     20    16    342  15 104.667
373 1.300e+01 3.722e+02 -2.659e+02 3.606e+01     20    16    342  15 104.667
374 1.300e+01 3.911e+02 -2.721e+02 3.606e+01     20    16    342  15 104.667
375 1.300e+01 4.100e+02 -2.783e+02 3.606e+01     20    16    342  15 106.000
376 1.300e+01 4.290e+02 -2.845e+02 3.606e+01     20    16    342  15 106.000
377 1.200e+01 4.479e+02 -2.906e+02 3.606e+01     20    16    342  15 106.000
378 1.000e+01 4.668e+02 -2.968e+02 3.606e+01     20    16    342  15 107.333
379 8.000e+00 4.857e+02 -3.029e+02 3.606e+01     20    16    342  15 104.667
380 7.000e+00 5.046e+02 -3.091e+02 3.606e+01     20    16    342  15 106.000
381 6.000e+00 5.236e+02 -3.152e+02 3.606e+01     20    16    342  15 107.333
382 7.000e+00 5.425e+02 -3.214e+02 3.606e+01     20    16    342  15 104.667
383 7.000e+00 5.614e+02 -3.275e+02 3.606e+01     20    16    342  15 100.667
384 8.000e+00 5.803e+02 -3.336e+02 3.606e+01     20    16    342  15  98.000
385 9.000e+00 5.993e+02 -3.398e+02 3.606e+01     20    16    342  15  95.333
386 1.100e+01 6.182e+02 -3.459e+02 3.606e+01     20    16    342  15  91.333
387 1.200e+01 6.371e+02 -3.520e+02 3.606e+01     20    16    342  15  88.667
388 1.100e+01 6.561e+02 -3.581e+02 3.606e+01     20    16    342  15  84.667
389 9.000e+00 6.750e+02 -3.642e+02 3.606e+01     20    16    342  15  86.000
390 6.000e+00 6.939e+02 -3.703e+02 3.606e+01     20    16    342  15  92.667
391 3.000e+00 7.129e+02 -3.764e+02 3.606e+01     20    16    342  15  96.667
392 1.000e-01 1.122e+02 -1.644e+02 4.020e+01     20    16    342  15  71.333
393 1.000e-01 1.500e+02 -1.769e+02 4.020e+01     20    16    342  15  71.333
394 3.000e+00 1.689e+02 -1.831e+02 4.020e+01     20    16    342  15  87.333
395 5.000e+00 1.878e+02 -1.893e+02 4.020e+01     20    16    342  15  86.000
396 7.000e+00 2.067e+02 -1.955e+02 4.020e+01     20    16    342  15  86.000
397 7.000e+00 2.257e+02 -2.017e+02 4.020e+01     20    16    342  15  79.333
398 6.000e+00 2.446e+02 -2.079e+02 4.020e+01     20    16    342  15  80.667
399 5.000e+00 2.635e+02 -2.141e+02 4.020e+01     20    16    342  15  80.667
400 4.000e+00 2.824e+02 -2.203e+02 4.020e+01     20    16    342  15  88.667
401 4.000e+00 3.013e+02 -2.265e+02 4.020e+01     20    16    342  15  98.000
402 5.000e+00 3.202e+02 -2.327e+02 4.020e+01     20    16    342  15 106.000
403 7.000e+00 3.391e+02 -2.389e+02 4.020e+01     20    16    342  15 110.000
404 9.000e+00 3.581e+02 -2.451e+02 4.020e+01     20    16    342  15 108.667
405 1.000e+01 3.770e+02 -2.513e+02 4.020e+01     20    16    342  15 106.000
406 1.000e+01 3.959e+02 -2.575e+02 4.020e+01     20    16    342  15 104.667
407 1.000e+01 4.148e+02 -2.637e+02 4.020e+01     20    16    342  15 106.000
408 9.000e+00 4.337e+02 -2.698e+02 4.020e+01     20    16    342  15 104.667
409 8.000e+00 4.526e+02 -2.760e+02 4.020e+01     20    16    342  15 107.333
410 6.000e+00 4.716e+02 -2.822e+02 4.020e+01     20    16    342  15 106.000
411 4.000e+00 4.905e+02 -2.883e+02 4.020e+01     20    16    342  15 103.333
412 3.000e+00 5.094e+02 -2.945e+02 4.020e+01     20    16    342  15 110.000
413 3.000e+00 5.283e+02 -3.006e+02 4.020e+01     20    16    342  15 100.667
414 4.000e+00 5.472e+02 -3.068e+02 4.020e+01     20    16    342  15  92.667
415 5.000e+00 5.662e+02 -3.129e+02 4.020e+01     20    16    342  15  95.333
416 6.000e+00 5.851e+02 -3.190e+02 4.020e+01     20    16    342  15  95.333
417 7.000e+00 6.040e+02 -3.252e+02 4.020e+01     20    16    342  15  94.000
418 8.000e+00 6.229e+02 -3.313e+02 4.020e+01     20    16    342  15  88.667
419 8.000e+00 6.419e+02 -3.374e+02 4.020e+01     20    16    342  15  88.667
420 7.000e+00 6.608e+02 -3.435e+02 4.020e+01     20    16    342  15  87.333
421 6.000e+00 6.797e+02 -3.496e+02 4.020e+01     20    16    342  15  92.667
422 4.000e+00 6.987e+02 -3.557e+02 4.020e+01     20    16    342  15  96.667
423 2.000e+00 7.176e+02 -3.618e+02 4.020e+01     20    16    342  15 100.667
424 1.000e-01 9.803e+01 -1.435e+02 4.434e+01     20    16    342  15  71.333
425 1.000e-01 1.359e+02 -1.560e+02 4.434e+01     20    16    342  15  71.333
426 1.000e-01 1.548e+02 -1.622e+02 4.434e+01     20    16    342  15  70.000
427 3.000e+00 1.737e+02 -1.684e+02 4.434e+01     20    16    342  15  90.000
428 5.000e+00 1.926e+02 -1.746e+02 4.434e+01     20    16    342  15  87.333
429 6.000e+00 2.115e+02 -1.808e+02 4.434e+01     20    16    342  15  87.333
430 6.000e+00 2.304e+02 -1.870e+02 4.434e+01     20    16    342  15  86.000
431 5.000e+00 2.493e+02 -1.933e+02 4.434e+01     20    16    342  15  84.667
432 4.000e+00 2.683e+02 -1.995e+02 4.434e+01     20    16    342  15  91.333
433 3.000e+00 2.872e+02 -2.057e+02 4.434e+01     20    16    342  15  91.333
434 3.000e+00 3.061e+02 -2.119e+02 4.434e+01     20    16    342  15 100.667
435 4.000e+00 3.250e+02 -2.181e+02 4.434e+01     20    16    342  15 104.667
436 5.000e+00 3.439e+02 -2.243e+02 4.434e+01     20    16    342  15 107.333
437 6.000e+00 3.628e+02 -2.305e+02 4.434e+01     20    16    342  15 110.000
438 6.000e+00 3.817e+02 -2.367e+02 4.434e+01     20    16    342  15 107.333
439 6.000e+00 4.007e+02 -2.428e+02 4.434e+01     20    16    342  15 108.667
440 6.000e+00 4.196e+02 -2.490e+02 4.434e+01     20    16    342  15 107.333
441 5.000e+00 4.385e+02 -2.552e+02 4.434e+01     20    16    342  15 106.000
442 4.000e+00 4.574e+02 -2.614e+02 4.434e+01     20    16    342  15 107.333
443 3.000e+00 4.763e+02 -2.675e+02 4.434e+01     20    16    342  15 107.333
444 2.000e+00 4.952e+02 -2.737e+02 4.434e+01     20    16    342  15  99.333
445 1.000e+00 5.142e+02 -2.799e+02 4.434e+01     20    16    342  15 107.333
446 1.000e+00 5.331e+02 -2.860e+02 4.434e+01     20    16    342  15 100.667
447 2.000e+00 5.520e+02 -2.922e+02 4.434e+01     20    16    342  15  80.667
448 3.000e+00 5.709e+02 -2.983e+02 4.434e+01     20    16    342  15  87.333
449 4.000e+00 5.898e+02 -3.045e+02 4.434e+01     20    16    342  15  90.000
450 5.000e+00 6.088e+02 -3.106e+02 4.434e+01     20    16    342  15  94.000
451 5.000e+00 6.277e+02 -3.167e+02 4.434e+01     20    16    342  15  91.333
452 5.000e+00 6.466e+02 -3.229e+02 4.434e+01     20    16    342  15  92.667
453 4.000e+00 6.655e+02 -3.290e+02 4.434e+01     20    16    342  15  90.000
454 3.000e+00 6.845e+02 -3.351e+02 4.434e+01     20    16    342  15  95.333
455 2.000e+00 7.034e+02 -3.412e+02 4.434e+01     20    16    342  15  98.000
456 1.000e+00 7.223e+02 -3.473e+02 4.434e+01     20    16    342  15  99.333
457 1.000e-01 1.028e+02 -1.288e+02 4.848e+01     20    16    342  15  71.333
458 2.000e+00 1.785e+02 -1.537e+02 4.848e+01     20    16    342  15  92.667
459 4.000e+00 1.974e+02 -1.599e+02 4.848e+01     20    16    342  15  91.333
460 5.000e+00 2.163e+02 -1.662e+02 4.848e+01     20    16    342  15  90.000
461 5.000e+00 2.352e+02 -1.724e+02 4.848e+01     20    16    342  15  87.333
462 4.000e+00 2.541e+02 -1.786e+02 4.848e+01     20    16    342  15  86.000
463 3.000e+00 2.730e+02 -1.848e+02 4.848e+01     20    16    342  15  87.333
464 2.000e+00 2.920e+02 -1.910e+02 4.848e+01     20    16    342  15  95.333
465 2.000e+00 3.109e+02 -1.972e+02 4.848e+01     20    16    342  15 106.000
466 2.000e+00 3.298e+02 -2.034e+02 4.848e+01     20    16    342  15 104.667
467 3.000e+00 3.487e+02 -2.096e+02 4.848e+01     20    16    342  15 108.667
468 3.000e+00 3.676e+02 -2.158e+02 4.848e+01     20    16    342  15 106.000
469 3.000e+00 3.865e+02 -2.220e+02 4.848e+01     20    16    342  15 104.667
470 3.000e+00 4.054e+02 -2.282e+02 4.848e+01     20    16    342  15 107.333
471 3.000e+00 4.243e+02 -2.344e+02 4.848e+01     20    16    342  15 110.000
472 2.000e+00 4.433e+02 -2.406e+02 4.848e+01     20    16    342  15  92.667
473 1.000e+00 4.622e+02 -2.468e+02 4.848e+01     20    16    342  15  98.000
474 1.000e+00 4.811e+02 -2.529e+02 4.848e+01     20    16    342  15  91.333
475 1.000e+00 5.000e+02 -2.591e+02 4.848e+01     20    16    342  15  72.667
476 1.000e+00 5.568e+02 -2.776e+02 4.848e+01     20    16    342  15  74.000
477 2.000e+00 5.757e+02 -2.837e+02 4.848e+01     20    16    342  15  80.667
478 3.000e+00 5.946e+02 -2.899e+02 4.848e+01     20    16    342  15  80.667
479 3.000e+00 6.135e+02 -2.960e+02 4.848e+01     20    16    342  15  78.000
480 3.000e+00 6.324e+02 -3.022e+02 4.848e+01     20    16    342  15  88.667
481 3.000e+00 6.514e+02 -3.083e+02 4.848e+01     20    16    342  15  91.333
482 2.000e+00 6.703e+02 -3.144e+02 4.848e+01     20    16    342  15  96.667
483 1.000e+00 6.892e+02 -3.205e+02 4.848e+01     20    16    342  15  95.333
484 1.000e+00 7.081e+02 -3.266e+02 4.848e+01     20    16    342  15  96.667
485 1.000e-01 1.076e+02 -1.141e+02 5.263e+01     20    16    342  15  71.333
486 1.000e-01 1.265e+02 -1.203e+02 5.263e+01     20    16    342  15  71.333
487 1.000e-01 1.454e+02 -1.266e+02 5.263e+01     20    16    342  15  71.333
488 1.000e-01 1.833e+02 -1.390e+02 5.263e+01     20    16    342  15  71.333
489 2.000e+00 2.022e+02 -1.453e+02 5.263e+01     20    16    342  15  98.000
490 2.000e+00 2.211e+02 -1.515e+02 5.263e+01     20    16    342  15  95.333
491 2.000e+00 2.400e+02 -1.577e+02 5.263e+01     20    16    342  15  86.000
492 2.000e+00 2.589e+02 -1.639e+02 5.263e+01     20    16    342  15  88.667
493 2.000e+00 2.778e+02 -1.701e+02 5.263e+01     20    16    342  15  86.000
494 1.000e+00 2.967e+02 -1.763e+02 5.263e+01     20    16    342  15  98.000
495 1.000e+00 3.157e+02 -1.826e+02 5.263e+01     20    16    342  15  98.000
496 1.000e+00 3.346e+02 -1.888e+02 5.263e+01     20    16    342  15  99.333
497 1.000e+00 3.535e+02 -1.950e+02 5.263e+01     20    16    342  15 104.667
498 1.000e+00 3.724e+02 -2.012e+02 5.263e+01     20    16    342  15 104.667
499 1.000e+00 3.913e+02 -2.074e+02 5.263e+01     20    16    342  15  95.333
500 1.000e+00 4.102e+02 -2.136e+02 5.263e+01     20    16    342  15 102.000
501 1.000e+00 4.291e+02 -2.198e+02 5.263e+01     20    16    342  15 104.667
502 1.000e+00 4.480e+02 -2.260e+02 5.263e+01     20    16    342  15  84.667
503 1.000e+00 5.804e+02 -2.692e+02 5.263e+01     20    16    342  15  96.667
504 1.000e+00 5.994e+02 -2.753e+02 5.263e+01     20    16    342  15  82.000
505 1.000e+00 6.183e+02 -2.815e+02 5.263e+01     20    16    342  15  79.333
506 1.000e+00 6.372e+02 -2.876e+02 5.263e+01     20    16    342  15  70.000
507 1.000e+00 6.561e+02 -2.937e+02 5.263e+01     20    16    342  15  82.000
508 1.000e+00 6.751e+02 -2.999e+02 5.263e+01     20    16    342  15 103.333
509 1.000e+00 7.974e+02 -4.706e+02 4.025e+00     20    16    5  17  80.667
510 1.000e+00 8.172e+02 -4.688e+02 4.025e+00     20    16    5  17  75.333
511 1.000e+00 8.370e+02 -4.670e+02 4.025e+00     20    16    5  17  96.667
512 1.000e+00 8.569e+02 -4.651e+02 4.025e+00     20    16    5  17 120.667
513 1.000e+00 8.767e+02 -4.633e+02 4.025e+00     20    16    5  17 120.667
514 1.000e+00 7.762e+02 -4.573e+02 8.837e+00     20    16    5  17 112.667
515 2.000e+00 7.960e+02 -4.554e+02 8.837e+00     20    16    5  17  99.333
516 3.000e+00 8.158e+02 -4.536e+02 8.837e+00     20    16    5  17 102.000
517 3.000e+00 8.356e+02 -4.518e+02 8.837e+00     20    16    5  17 102.000
518 3.000e+00 8.555e+02 -4.500e+02 8.837e+00     20    16    5  17 102.000
519 2.000e+00 8.753e+02 -4.482e+02 8.837e+00     20    16    5  17 102.000
520 1.000e+00 8.951e+02 -4.463e+02 8.837e+00     20    16    5  17 110.000
521 1.000e+00 6.955e+02 -4.493e+02 1.365e+01     20    16    5  17 150.000
522 1.000e+00 7.550e+02 -4.439e+02 1.365e+01     20    16    5  17 110.000
523 3.000e+00 7.748e+02 -4.421e+02 1.365e+01     20    16    5  17 112.667
524 4.000e+00 7.946e+02 -4.403e+02 1.365e+01     20    16    5  17 110.000
525 5.000e+00 8.144e+02 -4.385e+02 1.365e+01     20    16    5  17 110.000
526 5.000e+00 8.343e+02 -4.366e+02 1.365e+01     20    16    5  17 102.000
527 4.000e+00 8.541e+02 -4.348e+02 1.365e+01     20    16    5  17 102.000
528 3.000e+00 8.739e+02 -4.330e+02 1.365e+01     20    16    5  17  96.667
529 2.000e+00 8.937e+02 -4.312e+02 1.365e+01     20    16    5  17  99.333
530 1.000e+00 9.136e+02 -4.294e+02 1.365e+01     20    16    5  17  88.667
531 1.000e+00 6.941e+02 -4.341e+02 1.846e+01     20    16    5  17 150.000
532 2.000e+00 7.536e+02 -4.287e+02 1.846e+01     20    16    5  17 118.000
533 4.000e+00 7.734e+02 -4.269e+02 1.846e+01     20    16    5  17 120.667
534 6.000e+00 7.932e+02 -4.251e+02 1.846e+01     20    16    5  17 115.333
535 7.000e+00 8.131e+02 -4.233e+02 1.846e+01     20    16    5  17 110.000
536 7.000e+00 8.329e+02 -4.215e+02 1.846e+01     20    16    5  17 107.333
537 6.000e+00 8.527e+02 -4.197e+02 1.846e+01     20    16    5  17 107.333
538 5.000e+00 8.725e+02 -4.179e+02 1.846e+01     20    16    5  17 102.000
539 4.000e+00 8.924e+02 -4.161e+02 1.846e+01     20    16    5  17 102.000
540 2.000e+00 9.122e+02 -4.143e+02 1.846e+01     20    16    5  17 102.000
541 1.000e+00 9.320e+02 -4.125e+02 1.846e+01     20    16    5  17 104.667
542 1.000e+00 9.518e+02 -4.107e+02 1.846e+01     20    16    5  17  83.333
543 1.000e+00 9.716e+02 -4.089e+02 1.846e+01     20    16    5  17  99.333
544 1.000e+00 9.915e+02 -4.071e+02 1.846e+01     20    16    5  17 112.667
545 1.000e+00 1.011e+03 -4.053e+02 1.846e+01     20    16    5  17  91.333
546 1.000e+00 1.031e+03 -4.035e+02 1.846e+01     20    16    5  17 107.333
547 1.000e+00 1.051e+03 -4.017e+02 1.846e+01     20    16    5  17 115.333
548 1.000e+00 1.071e+03 -4.000e+02 1.846e+01     20    16    5  17 104.667
549 1.000e+00 1.091e+03 -3.982e+02 1.846e+01     20    16    5  17 112.667
550 1.000e+00 1.110e+03 -3.964e+02 1.846e+01     20    16    5  17 123.333
551 1.000e+00 6.928e+02 -4.189e+02 2.327e+01     20    16    5  17 144.667
552 2.000e+00 7.522e+02 -4.135e+02 2.327e+01     20    16    5  17 123.333
553 5.000e+00 7.720e+02 -4.117e+02 2.327e+01     20    16    5  17 126.000
554 7.000e+00 7.919e+02 -4.099e+02 2.327e+01     20    16    5  17 120.667
555 8.000e+00 8.117e+02 -4.081e+02 2.327e+01     20    16    5  17 112.667
556 8.000e+00 8.315e+02 -4.063e+02 2.327e+01     20    16    5  17 110.000
557 7.000e+00 8.513e+02 -4.045e+02 2.327e+01     20    16    5  17 112.667
558 6.000e+00 8.712e+02 -4.027e+02 2.327e+01     20    16    5  17 110.000
559 5.000e+00 8.910e+02 -4.009e+02 2.327e+01     20    16    5  17 112.667
560 3.000e+00 9.108e+02 -3.992e+02 2.327e+01     20    16    5  17 110.000
561 2.000e+00 9.306e+02 -3.974e+02 2.327e+01     20    16    5  17  96.667
562 2.000e+00 9.505e+02 -3.956e+02 2.327e+01     20    16    5  17  96.667
563 2.000e+00 9.703e+02 -3.938e+02 2.327e+01     20    16    5  17 107.333
564 2.000e+00 9.901e+02 -3.920e+02 2.327e+01     20    16    5  17 115.333
565 2.000e+00 1.010e+03 -3.902e+02 2.327e+01     20    16    5  17 110.000
566 2.000e+00 1.030e+03 -3.885e+02 2.327e+01     20    16    5  17 115.333
567 2.000e+00 1.050e+03 -3.867e+02 2.327e+01     20    16    5  17 118.000
568 2.000e+00 1.069e+03 -3.849e+02 2.327e+01     20    16    5  17 112.667
569 2.000e+00 1.089e+03 -3.831e+02 2.327e+01     20    16    5  17 120.667
570 2.000e+00 1.109e+03 -3.814e+02 2.327e+01     20    16    5  17 126.000
571 1.000e+00 1.129e+03 -3.796e+02 2.327e+01     20    16    5  17 131.333
572 1.000e+00 6.914e+02 -4.037e+02 2.808e+01     20    16    5  17 147.333
573 2.000e+00 7.509e+02 -3.983e+02 2.808e+01     20    16    5  17 142.000
574 5.000e+00 7.707e+02 -3.965e+02 2.808e+01     20    16    5  17 139.333
575 7.000e+00 7.905e+02 -3.947e+02 2.808e+01     20    16    5  17 131.333
576 8.000e+00 8.103e+02 -3.929e+02 2.808e+01     20    16    5  17 123.333
577 8.000e+00 8.302e+02 -3.912e+02 2.808e+01     20    16    5  17 118.000
578 7.000e+00 8.500e+02 -3.894e+02 2.808e+01     20    16    5  17 120.667
579 6.000e+00 8.698e+02 -3.876e+02 2.808e+01     20    16    5  17 120.667
580 5.000e+00 8.896e+02 -3.858e+02 2.808e+01     20    16    5  17 118.000
581 4.000e+00 9.095e+02 -3.840e+02 2.808e+01     20    16    5  17 112.667
582 3.000e+00 9.293e+02 -3.823e+02 2.808e+01     20    16    5  17  99.333
583 3.000e+00 9.491e+02 -3.805e+02 2.808e+01     20    16    5  17 102.000
584 3.000e+00 9.689e+02 -3.787e+02 2.808e+01     20    16    5  17 115.333
585 3.000e+00 9.887e+02 -3.769e+02 2.808e+01     20    16    5  17 118.000
586 3.000e+00 1.009e+03 -3.752e+02 2.808e+01     20    16    5  17 118.000
587 3.000e+00 1.028e+03 -3.734e+02 2.808e+01     20    16    5  17 123.333
588 3.000e+00 1.048e+03 -3.716e+02 2.808e+01     20    16    5  17 123.333
589 3.000e+00 1.068e+03 -3.699e+02 2.808e+01     20    16    5  17 126.000
590 3.000e+00 1.088e+03 -3.681e+02 2.808e+01     20    16    5  17 126.000
591 3.000e+00 1.108e+03 -3.663e+02 2.808e+01     20    16    5  17 131.333
592 2.000e+00 1.128e+03 -3.646e+02 2.808e+01     20    16    5  17 134.000
593 1.000e+00 1.147e+03 -3.628e+02 2.808e+01     20    16    5  17 131.333
594 1.000e+00 6.900e+02 -3.884e+02 3.289e+01     20    16    5  17 126.000
595 2.000e+00 7.495e+02 -3.831e+02 3.289e+01     20    16    5  17 147.333
596 4.000e+00 7.693e+02 -3.813e+02 3.289e+01     20    16    5  17 147.333
597 6.000e+00 7.892e+02 -3.795e+02 3.289e+01     20    16    5  17 136.667
598 7.000e+00 8.090e+02 -3.778e+02 3.289e+01     20    16    5  17 128.667
599 7.000e+00 8.288e+02 -3.760e+02 3.289e+01     20    16    5  17 126.000
600 7.000e+00 8.486e+02 -3.742e+02 3.289e+01     20    16    5  17 128.667
601 6.000e+00 8.685e+02 -3.724e+02 3.289e+01     20    16    5  17 134.000
602 5.000e+00 8.883e+02 -3.707e+02 3.289e+01     20    16    5  17 128.667
603 4.000e+00 9.081e+02 -3.689e+02 3.289e+01     20    16    5  17 118.000
604 3.000e+00 9.279e+02 -3.671e+02 3.289e+01     20    16    5  17 115.333
605 3.000e+00 9.477e+02 -3.654e+02 3.289e+01     20    16    5  17 110.000
606 3.000e+00 9.676e+02 -3.636e+02 3.289e+01     20    16    5  17 123.333
607 3.000e+00 9.874e+02 -3.619e+02 3.289e+01     20    16    5  17 123.333
608 3.000e+00 1.007e+03 -3.601e+02 3.289e+01     20    16    5  17 131.333
609 4.000e+00 1.027e+03 -3.583e+02 3.289e+01     20    16    5  17 134.000
610 4.000e+00 1.047e+03 -3.566e+02 3.289e+01     20    16    5  17 134.000
611 4.000e+00 1.067e+03 -3.548e+02 3.289e+01     20    16    5  17 134.000
612 4.000e+00 1.087e+03 -3.531e+02 3.289e+01     20    16    5  17 136.667
613 4.000e+00 1.106e+03 -3.513e+02 3.289e+01     20    16    5  17 139.333
614 4.000e+00 1.126e+03 -3.496e+02 3.289e+01     20    16    5  17 144.667
615 3.000e+00 1.146e+03 -3.478e+02 3.289e+01     20    16    5  17 144.667
616 1.000e+00 1.166e+03 -3.461e+02 3.289e+01     20    16    5  17 147.333
617 2.000e+00 6.887e+02 -3.732e+02 3.770e+01     20    16    5  17 147.333
618 1.000e+00 7.482e+02 -3.679e+02 3.770e+01     20    16    5  17 142.000
619 3.000e+00 7.680e+02 -3.661e+02 3.770e+01     20    16    5  17 144.667
620 4.000e+00 7.878e+02 -3.644e+02 3.770e+01     20    16    5  17 134.000
621 5.000e+00 8.076e+02 -3.626e+02 3.770e+01     20    16    5  17 123.333
622 6.000e+00 8.275e+02 -3.608e+02 3.770e+01     20    16    5  17 126.000
623 6.000e+00 8.473e+02 -3.591e+02 3.770e+01     20    16    5  17 134.000
624 5.000e+00 8.671e+02 -3.573e+02 3.770e+01     20    16    5  17 139.333
625 4.000e+00 8.869e+02 -3.555e+02 3.770e+01     20    16    5  17 134.000
626 3.000e+00 9.067e+02 -3.538e+02 3.770e+01     20    16    5  17 118.000
627 2.000e+00 9.266e+02 -3.520e+02 3.770e+01     20    16    5  17 126.000
628 2.000e+00 9.464e+02 -3.503e+02 3.770e+01     20    16    5  17 115.333
629 2.000e+00 9.662e+02 -3.485e+02 3.770e+01     20    16    5  17 128.667
630 2.000e+00 9.860e+02 -3.468e+02 3.770e+01     20    16    5  17 144.667
631 3.000e+00 1.006e+03 -3.450e+02 3.770e+01     20    16    5  17 147.333
632 4.000e+00 1.026e+03 -3.433e+02 3.770e+01     20    16    5  17 142.000
633 4.000e+00 1.046e+03 -3.415e+02 3.770e+01     20    16    5  17 142.000
634 4.000e+00 1.065e+03 -3.398e+02 3.770e+01     20    16    5  17 144.667
635 4.000e+00 1.085e+03 -3.380e+02 3.770e+01     20    16    5  17 142.000
636 5.000e+00 1.105e+03 -3.363e+02 3.770e+01     20    16    5  17 144.667
637 5.000e+00 1.125e+03 -3.346e+02 3.770e+01     20    16    5  17 147.333
638 4.000e+00 1.145e+03 -3.328e+02 3.770e+01     20    16    5  17 147.333
639 2.000e+00 1.164e+03 -3.311e+02 3.770e+01     20    16    5  17 139.333
640 4.000e+00 6.874e+02 -3.580e+02 4.252e+01     20    16    5  17 150.000
641 1.000e+00 7.072e+02 -3.562e+02 4.252e+01     20    16    5  17 126.000
642 1.000e+00 7.666e+02 -3.509e+02 4.252e+01     20    16    5  17 136.667
643 2.000e+00 7.865e+02 -3.492e+02 4.252e+01     20    16    5  17 115.333
644 4.000e+00 8.063e+02 -3.474e+02 4.252e+01     20    16    5  17 110.000
645 5.000e+00 8.261e+02 -3.457e+02 4.252e+01     20    16    5  17 115.333
646 5.000e+00 8.459e+02 -3.439e+02 4.252e+01     20    16    5  17 126.000
647 4.000e+00 8.658e+02 -3.422e+02 4.252e+01     20    16    5  17 128.667
648 3.000e+00 8.856e+02 -3.404e+02 4.252e+01     20    16    5  17 126.000
